Address,Price,Property Type,Bedrooms,Bathrooms,Size
"High Road, Leytonstone, London, E11","£330,000",Apartment,1.0,1.0,535 sq ft
"Kidbrooke Park Road, Kidbrooke, London, SE3","£330,000",Flat,1.0,1.0,543 sq ft
"Fortune Gate Road, Harlesden, London, NW10","£330,000",Flat,2.0,1.0,Ask agent
"St. Thomas's Road, Harlesden, London","£330,000",Flat,2.0,1.0,625 sq ft
"Osterley Park View Road, Hanwell, London","£330,000",Apartment,1.0,1.0,527 sq ft
"Kings Arms Court, Spitalfields, London, E1","£330,000",Flat,,1.0,355 sq ft
"Isobel Place, London, N15","£330,000",Flat,1.0,1.0,Ask agent
"Holmefield Court, Belsize Grove, London, NW3","£330,000",Apartment,,1.0,323 sq ft
"Landmark Heights, 172 Daubeney Road, London, E5","£330,000",Flat,2.0,1.0,Ask agent
"Perry Vale, London, SE23","£330,000",Flat,3.0,1.0,Ask agent
"Innovation House, 292 Worton Road","£330,000",Apartment,1.0,2.0,Ask agent
"Ellison Road, London, SW16","£330,000",Apartment,1.0,1.0,Ask agent
"Merton Mansions, Bushey Road, London, SW20","£330,000",Apartment,1.0,1.0,Ask agent
"Solon New Road Estate, London","£330,000",Flat,2.0,1.0,Ask agent
"Frazer Nash Close, Isleworth","£330,000",Apartment,1.0,1.0,Ask agent
"Blegborough Road, London, SW16","£330,000",Apartment,1.0,1.0,Ask agent
"Oswald Building, 374 Queenstown Road, London","£330,000",Studio,,1.0,Ask agent
"Brooklyn Building, 32 Blackheath Road, Greenwich, SE10","£330,000",Flat,1.0,1.0,Ask agent
"Dinton Road, Colliers Wood, London, SW19","£330,000",Flat,2.0,1.0,483 sq ft
"Commercial Road, London E1","£330,000",Flat,2.0,1.0,657 sq ft
"22 Burton Lodge, 15 Portinscale Road, London SW15 2HT","£330,000",Flat,1.0,,Ask agent
"Tovell Court, Woolwich, London, SE18","£330,000",Flat,1.0,1.0,567 sq ft
"Fairfield Road, Bow Quarter, E3","£330,000",Apartment,1.0,1.0,483 sq ft
"Honor Oak Park, Honor Oak","£330,000",Flat,1.0,1.0,Ask agent
"Oswald Building, 374 Queenstown Road, London, SW11","£330,000",Apartment,,1.0,354 sq ft
"The Vale, Acton","£330,000",Flat,2.0,2.0,Ask agent
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£330,000",Flat,3.0,,Ask developer
"Weedington Road, Kentish Town NW5","£330,000",Flat,1.0,1.0,418 sq ft
"GALLEY HOUSE, 1, ATLANTIS AVENUE, LONDON, E16 2UB","£330,000",Flat,1.0,1.0,Ask agent
"Washington Building, Deptford, SE13","£330,000",Apartment,1.0,1.0,505 sq ft
"Norbury Crescent, Norbury, London","£330,000",Apartment,1.0,,Ask agent
"Bittacy Hill, Mill Hill East, London, NW7","£330,000",Maisonette,1.0,1.0,604 sq ft
"Whittaker Court, Studley Road, Stockwell, London, SW4","£330,000",Flat,2.0,1.0,705 sq ft
"The Renovation, E16, Docklands, London, E16","£330,000",Flat,2.0,1.0,942 sq ft
"The Parade, Wells Park Road, London","£330,000",Apartment,2.0,1.0,Ask agent
Bromyard Avenue London W3,"£330,000",Apartment,1.0,1.0,Ask agent
"Holmesdale Road, South Norwood, London, SE25","£330,000",Flat,2.0,1.0,535 sq ft
"Thorburn Square, London, SE1","£330,000",Apartment,1.0,1.0,Ask agent
"Holly Road, Twickenham","£330,000",Flat,1.0,1.0,Ask agent
"Honor Oak Park, Honor Oak","£330,000",Apartment,1.0,1.0,Ask agent
"Myers Lane, New Cross, SE14","£330,000",Flat,2.0,1.0,Ask agent
"Ibex House, 1 Forest Lane, Maryland, Stratford, London, E15 1HR","£330,000",Flat,2.0,2.0,Ask agent
"Runnymede, Colliers Wood, London, SW19","£330,000",Maisonette,2.0,1.0,494 sq ft
"Catford Hill, London, SE6","£330,000",Flat,1.0,1.0,624 sq ft
"Brantwood Road, London, N17","£330,000",Apartment,2.0,1.0,Ask agent
"Brading Crescent, Wanstead, London, E11","£329,995",Flat,2.0,1.0,Ask agent
"Park West Place, London, London","£330,000",Studio,,1.0,258 sq ft
"Homerton Road, London, E9","£330,000",Apartment,2.0,1.0,Ask agent
"Empress Avenue, Aldersbrook, E12","£330,000",Flat,2.0,1.0,Ask agent
"Newtown Court, London","£329,995",Flat,1.0,1.0,490 sq ft
"Broad Lane, London, N15","£329,950",Maisonette,2.0,,538 sq ft
"Elmers Drive, Teddington","£329,950",Flat,1.0,1.0,Ask agent
"Mogden Lane, Isleworth, TW7","£329,950",Apartment,3.0,1.0,886 sq ft
"London Road, Isleworth, TW7","£329,950",Flat,2.0,1.0,Ask agent
"Pembury Road, Tottenham","£329,000",Apartment,1.0,1.0,Ask agent
"Brownlow Road, London, N11","£329,000",Apartment,2.0,1.0,583 sq ft
"Berglen Court, Branch Road, Limehouse, E14","£345,000",Apartment,1.0,1.0,545 sq ft
"Caledonian Wharf, Isle Of Dogs, London, E14","£345,000",Flat,1.0,1.0,391 sq ft
"Pan Peninsula Square, Canary Wharf, London, E14","£345,000",Flat,,1.0,492 sq ft
"Central Hill, Crystal Palace","£345,000",Flat,1.0,1.0,Ask agent
"Moore House, Grosvenor Waterside, 2 Gatliff Road, London SW1W","£345,000",Studio,,1.0,279 sq ft
"Galleywall Road, South Bermondey, London, SE16 3PF","£345,000",Flat,2.0,1.0,Ask agent
"Raymouth Road, London, SE16","£345,000",Apartment,2.0,,Ask agent
"Rolfe Terrace, London","£345,000",Apartment,1.0,1.0,Ask agent
"Reculver Road, Surrey Quays","£345,000",Flat,1.0,1.0,Ask agent
"Cromwell Road, South Kensington, London, SW7","£345,000",Studio,,1.0,324 sq ft
"Weedington Road, Kentish Town NW5","£345,000",Apartment,1.0,1.0,422 sq ft
"Putney High Street, London, SW15","£345,000",Apartment,2.0,1.0,510 sq ft
"Grove Vale, East Dulwich","£345,000",Flat,1.0,1.0,Ask agent
"Casterbridge Road, Blackheath","£345,000",Flat,2.0,1.0,Ask agent
"Tiltman Place, London","£345,000",Flat,1.0,1.0,Ask agent
"Unit 104 Kensal View, Kensal Green, NW10","£345,000",Apartment,1.0,1.0,546 sq ft
"Hawarden Hill, Dollis Hill","£345,000",Flat,2.0,1.0,Ask agent
"Nisbet House, Homerton High Street, London, E9","£345,000",Flat,2.0,1.0,608 sq ft
"5 Tawny Way, Fulmar House, London, SE16 2NN","£345,000",Flat,2.0,1.0,Ask agent
"The Green, Twickenham","£345,000",Apartment,1.0,1.0,499 sq ft
"Putney High Street, Putney","£345,000",Flat,2.0,1.0,Ask agent
"Campbell Gordon Way, London, NW2","£345,000",Flat,2.0,1.0,Ask agent
"Plate House, Burrell's Wharf Square, Docklands, London, E14","£345,000",Flat,1.0,1.0,730 sq ft
"Gwendoline Avenue Upton Park, London","£345,000",Apartment,2.0,1.0,Ask agent
"Haverstock Hill, NW3 4RS","£345,000",Studio,,1.0,302 sq ft
"Shepherds Hill, Highgate, N6","£345,000",Apartment,1.0,1.0,602 sq ft
"Sunningfields Road, Hendon, NW4","£345,000",Apartment,2.0,1.0,Ask agent
"Putney High Street, Putney","£345,000",Flat,2.0,1.0,Ask agent
"Farm Lane, 
Fulham Broadway, SW6","£345,000",Flat,,1.0,354 sq ft
"Cobbold Road, Willesden, NW10","£345,000",Flat,2.0,1.0,Ask agent
"Hyperion House, Brixton Hill, London, SW2","£345,000",Maisonette,2.0,1.0,704 sq ft
"6 Selbourne Avenue, Hounslow","£345,000",Apartment,1.0,1.0,Ask agent
"Chase Side, Southgate","£345,000",Flat,1.0,1.0,Ask agent
"Chatsworth Road, Cricklewood","£345,000",Flat,1.0,1.0,Ask agent
"The Hyde, London, NW9","£345,000",Flat,1.0,1.0,Ask agent
"Cavendish Road, Brondesbury, London, NW6","£345,000",Flat,1.0,1.0,336 sq ft
"Haven East, Dalston Lane, London, E8","£345,000",Apartment,1.0,1.0,434 sq ft
"London Road, Twickenham","£345,000",Flat,2.0,1.0,Ask agent
"Hicken Road, London, SW2","£345,000",Apartment,1.0,1.0,Ask agent
"Haverstock Hill, London, NW3","£345,000",Apartment,,1.0,309 sq ft
"Tierney Road, Streatham","£345,000",Flat,1.0,1.0,Ask agent
"Charrington Tower, New Providence Wharf, London, E14","£345,000",Apartment,,1.0,Ask agent
"West Ella Road, London, NW10","£345,000",Flat,3.0,1.0,889 sq ft
"Robin Crescent, London, E6","£345,000",Apartment,2.0,,Ask agent
"Clipstone Street, Fitzrovia","£345,000",Flat,,1.0,Ask agent
"Longstone Avenue, London, NW10","£345,000",Flat,2.0,1.0,Ask agent
"Colney Hatch Lane, London, N10","£345,000",Apartment,2.0,1.0,Ask agent
"Cornwall Road, Tottenham, London, N15","£345,000",Apartment,2.0,1.0,Ask agent
"Cleveland Way, London, E1","£345,000",Apartment,1.0,1.0,Ask agent
"Woodcroft Apartments, Colindale, NW9","£345,000",Flat,1.0,1.0,793 sq ft
"Brent Lea, Brentford, TW8","£345,000",Flat,2.0,1.0,781 sq ft
"Victoria Road, Acton","£345,000",Flat,2.0,1.0,Ask agent
"Maple Road, London, SE20","£345,000",Ground Flat,1.0,1.0,Ask agent
"Rathbone Market, Canary Wharf","£345,000",Flat,1.0,1.0,Ask agent
"Tiltman Place, London","£345,000",Apartment,1.0,1.0,478 sq ft
"2 Burrells Wharf Square, London, E14","£345,000",Apartment,1.0,1.0,Ask agent
"Trevelyan Road, Tooting, London, SW17","£344,400",Flat,1.0,,Ask agent
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£343,125",Apartment,2.0,2.0,685 sq ft
"Perry Vale,  forest hill, SE23","£343,000",Flat,2.0,1.0,Ask agent
"Cadogan Road, London","£342,995",Apartment,1.0,1.0,Ask agent
"Moy Lane, London","£342,500",Apartment,1.0,1.0,Ask agent
"Doyle Road, London, SE25","£342,000",Flat,3.0,1.0,830 sq ft
"Curtis Drive, London, W3","£349,950",Flat,2.0,1.0,552 sq ft
"The Grampians, Shepherds Bush Road, London, W6","£349,999",Apartment,1.0,1.0,368 sq ft
"Willis Yard, Chelmsford Road, Southgate, N14","£349,999",Flat,1.0,1.0,Ask agent
"Holden Road, Woodside Park","£349,995",Flat,1.0,1.0,490 sq ft
"Barnardo Street, London, E1 0LW","£349,995",Maisonette,2.0,1.0,Ask agent
"Stewarts Road, London","£349,995",Apartment,1.0,1.0,Ask agent
"Eastcombe Avenue, Charlton","£349,995",Flat,2.0,1.0,Ask agent
"Stewarts Road, Nine Elms, London, SW8","£349,995",Flat,1.0,1.0,376 sq ft
"Townsend Road, Seven Sisters, London, N15","£349,995",Ground Maisonette,1.0,1.0,550 sq ft
"Homer Drive, LONDON","£349,995",Apartment,1.0,1.0,Ask agent
"Maida Vale, London","£349,950",Apartment,1.0,1.0,Ask agent
"The Avenue, West Ealing","£349,950",Flat,1.0,1.0,388 sq ft
"Trenmar Gardens, London, NW10","£349,950",Apartment,,1.0,404 sq ft
"Malvern Road, London, NW6","£349,950",Apartment,2.0,1.0,611 sq ft
"London Road, Twickenham","£349,950",Flat,2.0,1.0,Ask agent
"South Ealing Road, London","£349,950",Apartment,2.0,1.0,734 sq ft
"The Avenue, Ealing, London, W13","£349,950",Flat,1.0,1.0,452 sq ft
"The Avenue, Ealing, London, W13","£349,950",Duplex,1.0,1.0,386 sq ft
"Park Hill, London","£349,950",Apartment,1.0,1.0,359 sq ft
"Faversham Road, Catford","£349,950",Flat,2.0,1.0,Ask agent
"The Avenue, London","£349,950",Flat,1.0,1.0,452 sq ft
"Cromwell Road, London","£349,950",Flat,2.0,1.0,Ask agent
"Park Hill, Ealing, W5","£349,950",Flat,1.0,1.0,363 sq ft
"Ealing Park Mansions, Ealing","£349,950",Apartment,2.0,1.0,Ask agent
"Station Road, New Southgate, London, N11","£349,950",Apartment,1.0,1.0,Ask agent
"Kingsbury Road, London, NW9","£349,950",Apartment,2.0,1.0,Ask agent
"Willesden Lane, Brondesbury Park","£349,950",Flat,1.0,1.0,Ask agent
"Rosebank Way, London","£349,950",Flat,2.0,1.0,603 sq ft
"18 Southend Crescent, Eltham","£349,500",Maisonette,2.0,1.0,Ask agent
"Brixton Hill Court, London, SW2","£349,500",Apartment,1.0,1.0,Ask agent
"Harrow Road, Wembley, HA9","£349,000",Flat,1.0,1.0,383 sq ft
"Belsize Grove, Belsize Park, London, NW3","£349,000",Studio,,1.0,285 sq ft
"Stepney Green, London, E1","£349,000",Apartment,1.0,1.0,Ask agent
"Shearwater Drive, London, NW9","£349,000",Apartment,1.0,1.0,568 sq ft
"Rodway Road, London","£349,000",Flat,1.0,1.0,Ask agent
"Michigan Building, Canary Wharf, London, E14","£349,000",Apartment,1.0,1.0,Ask agent
"Deanery Close, N2","£349,000",Flat,1.0,1.0,Ask agent
"Lakeside Drive, Acton","£349,000",Flat,1.0,1.0,Ask agent
"Halley House, 30 Westmoreland Road, Kingsbury, London, NW9","£349,000",Apartment,1.0,1.0,567-568 sq ft
"Blythe Hill, Catford","£349,000",Flat,2.0,1.0,Ask agent
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£348,750",Apartment,2.0,1.0,686 sq ft
"35 Falmouth Avenue, Highams Park , London. E4 9QN","£348,000",Flat,1.0,1.0,Ask agent
"Kite Close, London, SE2","£348,000",Flat,1.0,1.0,663 sq ft
"Baltic Close, Central Colliers Wood","£348,000",Flat,2.0,1.0,539 sq ft
"Maud Street, London, E16","£348,000",Apartment,1.0,1.0,538 sq ft
"Perryfield Way, London","£347,500",Apartment,1.0,1.0,Ask agent
"Wood Lane,
White City,
London,
W12 7RQ","£347,500",Apartment,1.0,,Ask developer
"Halley Road, Manor Park","£347,000",Terraced,3.0,2.0,Ask agent
"Earlham Grove, London, E7","£346,875",Flat,1.0,1.0,Ask agent
"Waltham Way, Chingford","£346,500",End of Terrace,3.0,2.0,Ask agent
"St. Georges Drive, London, SW1V","£350,000",Flat,,1.0,204 sq ft
"Violet Road, Bow, E3","£350,000",Flat,1.0,1.0,Ask agent
"Roma Corte, Lewisham, London, SE13","£350,000",Flat,1.0,,518 sq ft
"Larch Close, London, N11","£350,000",Ground Flat,2.0,1.0,Ask agent
"Brandram Road, Lewisham, London, SE13","£350,000",Apartment,1.0,1.0,Ask agent
"Oman Avenue, Gladstone Park","£350,000",Flat,1.0,1.0,Ask agent
"Warwick Drive, LONDON, SW15","£350,000",Flat,1.0,1.0,581 sq ft
"Derry Court, 386 Streatham High Road, SW16","£350,000",Apartment,1.0,1.0,514 sq ft
"Brondesbury Park, Willesden Green","£350,000",Flat,1.0,1.0,Ask agent
"Tankerville Road, Streatham","£350,000",Apartment,1.0,1.0,Ask agent
"The Dove Pier, Hammersmith, W6","£350,000",House Boat,2.0,2.0,"1,258 sq ft"
"37 York Road, Chingford, E4 8QN","£350,000",Terraced,2.0,,Ask agent
"Banning Street, Greenwich, SE10 0FF","£350,000",Flat,1.0,1.0,Ask agent
"Gaumont Place, Streatham Hill, SW2","£350,000",Apartment,1.0,1.0,Ask agent
"Kestrel House, Parkside Avenue, Greenwich, London, SE10","£350,000",Apartment,1.0,1.0,512 sq ft
"Morse Close, London, E13","£350,000",Maisonette,3.0,1.0,Ask agent
"Tizzard Grove, Kidbrooke Village, Blackheath, London, SE3","£350,000",Apartment,1.0,1.0,Ask agent
"Ross Apartments, Seagull Lane, London, E16","£350,000",Flat,1.0,1.0,Ask agent
"Marden Square, Bermondsey, London, SE16","£350,000",Flat,1.0,1.0,550 sq ft
"Chamberlain Court, 16 Shipbuilding Way E13, Upton Park, London, E13","£350,000",Flat,1.0,1.0,646 sq ft
"Spectrum Way, Wandsworth, London, SW18","£350,000",Flat,1.0,1.0,488 sq ft
"St. Davids Square, London, E14","£350,000",Apartment,1.0,1.0,Ask agent
"Talwin Street, London, E3","£350,000",Flat,2.0,2.0,Ask agent
"Bromley Road, Catford, London, SE6","£350,000",Flat,3.0,1.0,811 sq ft
"North Pole Road, North Kensington, W10","£350,000",Apartment,1.0,1.0,509 sq ft
"Wick Lane, E3","£350,000",Flat,1.0,1.0,617 sq ft
"Bartholomew Court, 
10 Newport Avenue, E14","£350,000",Flat,1.0,1.0,525 sq ft
"Townmead Road, Fulham","£350,000",Penthouse,,1.0,Ask agent
"Florin Court, 6-9 Charterhouse Square, London","£350,000",Studio,,1.0,Ask agent
"Smithfield Square, High Street N8","£350,000",Apartment,1.0,1.0,465 sq ft
"Stoneyard Lane, Docklands, London, E14","£350,000",Flat,2.0,1.0,567 sq ft
"Haydons Road, Wimbledon, SW19","£350,000",Ground Flat,1.0,1.0,Ask agent
"Railway Side, Barnes, London, SW13","£350,000",Flat,1.0,1.0,Ask agent
"East Drive, Colindale, NW9","£350,000",Apartment,1.0,1.0,443 sq ft
"Lombard Square, Greenwich, London, SE18","£350,000",Flat,1.0,1.0,490 sq ft
"Thurlow Park Road, London","£350,000",Apartment,2.0,1.0,Ask agent
"Shooters Hill Road, Blackheath","£350,000",Flat,1.0,1.0,Ask agent
"Cairnfield Avenue, London, NW2","£350,000",Flat,2.0,1.0,Ask agent
"Ambrosden Avenue, London, SW1P","£350,000",Studio,,1.0,399 sq ft
"Windmill Drive, Cricklewood, NW2","£350,000",Flat,1.0,1.0,422 sq ft
"St. James Road, Stratford, E15","£350,000",Flat,2.0,1.0,689 sq ft
"Weatherley Close, London, E3","£350,000",Maisonette,2.0,1.0,818 sq ft
"Shaftesbury Road, London","£350,000",Apartment,2.0,1.0,Ask agent
"Hancock House, Woolwich, London, SE18","£350,000",Flat,2.0,1.0,674 sq ft
"Armada Way, London, E6","£350,000",House,1.0,1.0,581 sq ft
"Petersham Road, Richmond, UK, TW10","£350,000",Apartment,1.0,1.0,Ask agent
"Eastdown Park, Lewisham","£350,000",Maisonette,2.0,1.0,Ask agent
"Safa House, Arklow Road, New Cross, SE14","£350,000",Apartment,1.0,1.0,584 sq ft
"Westmoreland Road, Kingsbury, LONDON, NW9","£350,000",Flat,1.0,1.0,573 sq ft
"Marlow Road, London, E6","£350,000",Flat,3.0,1.0,Ask agent
"Frogwell Close, London, N15","£350,000",Flat,1.0,1.0,Ask agent
"Safa House, Arklow Road, New Cross, SE14","£350,000",Apartment,1.0,1.0,556 sq ft
"Apple Yard, London, SE20","£350,000",Apartment,1.0,1.0,669 sq ft
"Muswell Hill, London","£350,000",Flat,1.0,1.0,Ask agent
"Greenside Road, Ravenscourt Park, London, W12","£350,000",Flat,1.0,1.0,440 sq ft
"Old Kent Road, London Bridge","£350,000",Flat,2.0,1.0,Ask agent
"Willesden Lane, NW6","£350,000",Apartment,1.0,1.0,514 sq ft
"Peckham Rye, Peckham","£350,000",Flat,2.0,1.0,Ask agent
"Norfolk Road, London","£350,000",Flat,1.0,1.0,Ask agent
"Vauxhall Bridge Road, Pimlico","£350,000",Studio,,1.0,Ask agent
"King Street, Hammersmith, London, W6","£350,000",Apartment,1.0,1.0,400 sq ft
"Montmorency Gardens, London, N11","£350,000",Apartment,1.0,1.0,581 sq ft
"College Road, Walthamstow, London, E17","£350,000",Maisonette,1.0,1.0,450 sq ft
"Dyne Road, London, NW6","£350,000",Flat,1.0,1.0,458 sq ft
"Royal Docks, North Woolwich, E16","£350,000",Apartment,1.0,1.0,Ask agent
"Olive Road, London, NW2","£350,000",Apartment,2.0,1.0,Ask agent
"Freshfield Drive, London, N14","£350,000",Apartment,1.0,1.0,603 sq ft
"Palace Road, London","£350,000",Maisonette,1.0,1.0,Ask agent
"Caple Road, London","£350,000",Apartment,2.0,1.0,Ask agent
Gunnersbury Lane Acton,"£350,000",Flat,2.0,1.0,Ask agent
"Wainford Close, Southfields, London, SW19","£350,000",Flat,2.0,1.0,690 sq ft
"Gurney Road, Stratford, E15","£350,000",Flat,2.0,1.0,657 sq ft
"Queensland Road, Arsenal, London, N7","£350,000",Studio,,1.0,390 sq ft
"Swan Mead, London Bridge","£350,000",Flat,2.0,1.0,Ask agent
"Turnham Road, Brockley","£350,000",Flat,2.0,1.0,Ask agent
"Wood Vale, London","£350,000",Apartment,2.0,1.0,Ask agent
"Oakfield Road, Stroud Green, N4","£350,000",Apartment,1.0,1.0,402 sq ft
"Beck Square, Walthamstow","£350,000",House,1.0,1.0,Ask agent
"Blythe Road, London, W14","£350,000",Apartment,1.0,,Ask agent
"Queenswood Road, London","£350,000",Apartment,2.0,1.0,Ask agent
"Berkshire Road, Hackney Wick","£350,000",Flat,,1.0,Ask agent
"Clapham Road, Oval, London, SW9","£350,000",Flat,1.0,1.0,393 sq ft
"Windmill Drive, London, NW2","£350,000",Apartment,1.0,1.0,Ask agent
"East India Dock Road, E14, Limehouse, London, E14","£350,000",Flat,2.0,1.0,589 sq ft
"St. Georges Grove, Earlsfield","£350,000",Flat,1.0,1.0,Ask agent
"Belgrave House, Oval, London, SW9","£350,000",Flat,1.0,1.0,549 sq ft
"Slate House, Keymer Place E14","£350,000",Flat,1.0,1.0,Ask agent
"Clapham High Street, Clapham High Street, London, SW4","£350,000",Flat,1.0,1.0,357 sq ft
"Beechcroft Close, Valley Road, London, SW16","£350,000",Apartment,2.0,1.0,589 sq ft
"High Road, Whetstone, N20","£350,000",Flat,2.0,1.0,711 sq ft
"Forset Court, Edgware Road, Marylebone, London, W2","£350,000",Apartment,,1.0,349 sq ft
"Cheesemans Terrace, West Kensington","£350,000",Flat,1.0,1.0,Ask agent
"Riverside Wharf, Bow","£350,000",Apartment,1.0,1.0,607 sq ft
"Kirkdale, London, SE26","£350,000",Flat,2.0,1.0,635 sq ft
Park Hall Road Dulwich,"£350,000",Apartment,1.0,1.0,529 sq ft
"Baltimore Wharf, London, E14 9FS","£350,000",Studio,,1.0,Ask agent
"St Davids, Canary Wharf, London, E14","£350,000",Flat,1.0,1.0,484 sq ft
"Arden Estate, LONDON","£350,000",Apartment,1.0,1.0,Ask agent
"Clapham High Street, 
Clapham, SW4","£350,000",Flat,,1.0,351 sq ft
"King Henry Lodge, Hall Lane, Chingford","£350,000",Retirement Property,2.0,1.0,Ask agent
"Madeira Road, Streatham","£350,000",Flat,1.0,1.0,Ask agent
"Warkworth Gardens, Isleworth","£350,000",Flat,2.0,1.0,Ask agent
"High Street South, London","£350,000",Flat,3.0,1.0,Ask agent
"Knights Road, Royal Docks, London, E16","£350,000",Flat,1.0,1.0,562 sq ft
"City Gate, Mile End Road, London, E1 4UH","£350,000",Flat,1.0,1.0,Ask agent
"Kettlebaston Road, London","£350,000",Flat,2.0,1.0,Ask agent
"York Rise, Dartmouth Park, London, NW5","£350,000",Flat,1.0,1.0,380 sq ft
"Hotspur Street, Kennington","£350,000",Flat,1.0,1.0,Ask agent
"Dallas Road, Sydenham, London, SE26","£350,000",Flat,3.0,1.0,872 sq ft
"Flintmill Crescent, London","£350,000",Maisonette,2.0,1.0,Ask agent
"Northbank Road, Walthamstow, London, E17","£350,000",Flat,2.0,1.0,Ask agent
"Lookout Lane, Canning Town, London, E14","£350,000",Flat,,1.0,414 sq ft
